fighter_name,fighter_url,height,weight,reach,stance,dob,record,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg
Steven Nguyen,http://ufcstats.com/fighter-details/69037fc7730e4225,"5' 11""",145 lbs.,"73""",Switch,"May 19, 1993",10-2-0,7.47,42%,7.10,,0.24,100%,88%,0.0
Ozzy Diaz,http://ufcstats.com/fighter-details/6967153c7edb4d87,"6' 4""",185 lbs.,"79""",Orthodox,"Nov 22, 1990",10-3-0,6.44,50%,7.23,,0.00,0%,50%,0.0
Rodolfo Bellato,http://ufcstats.com/fighter-details/69898645d600abdb,"6' 3""",205 lbs.,"75""",Orthodox,"Feb 05, 1996",12-2-1 (1 NC),5.84,61%,6.00,,1.26,36%,100%,0.3
Jessica Andrade,http://ufcstats.com/fighter-details/6a1901c62ab3870f,"5' 1""",115 lbs.,"62""",Orthodox,"Sep 25, 1991",26-15-0,6.37,48%,5.58,,2.10,54%,75%,0.3
Rafael Dos Anjos,http://ufcstats.com/fighter-details/6a2f7c151031653d,"5' 8""",170 lbs.,"70""",Southpaw,"Oct 26, 1984",32-17-0,3.48,47%,3.23,,1.95,35%,54%,0.6
Ismail Naurdiev,http://ufcstats.com/fighter-details/6a96ad1bc34fb113,"5' 10""",185 lbs.,"74""",Orthodox,"Aug 18, 1996",24-8-0,3.69,52%,1.77,,1.50,40%,73%,0.2
Gerald Meerschaert,http://ufcstats.com/fighter-details/6ac9bc2953c47345,"6' 1""",185 lbs.,"77""",Southpaw,"Dec 18, 1987",37-20-0,3.02,45%,3.49,,1.83,30%,42%,1.4
Julius Walker,http://ufcstats.com/fighter-details/6add18754930182b,"6' 4""",205 lbs.,"78""",Orthodox,"Jul 16, 1999",7-1-0,4.33,55%,3.53,,3.50,36%,100%,0.0
Jack Della Maddalena,http://ufcstats.com/fighter-details/6b453bc35a823c3f,"5' 11""",170 lbs.,"73""",Switch,"Sep 10, 1996",18-2-0,6.84,52%,4.53,,0.16,11%,69%,0.2
Oban Elliott,http://ufcstats.com/fighter-details/6b56e94a59b7b134,"6' 0""",170 lbs.,"72""",Orthodox,"Dec 19, 1997",12-3-0,3.50,48%,2.24,,1.70,44%,55%,0.0
Pedro Munhoz,http://ufcstats.com/fighter-details/6bd02119599741a4,"5' 6""",135 lbs.,"65""",Orthodox,"Sep 07, 1986",20-10-0 (2 NC),5.38,41%,6.29,,0.48,16%,82%,0.5
Tom Nolan,http://ufcstats.com/fighter-details/6c3b2525436cf5d4,"6' 3""",155 lbs.,"73""",Southpaw,"Mar 08, 2000",9-1-0,5.82,45%,4.85,,0.41,12%,66%,1.6
Viktoriia Dudakova,http://ufcstats.com/fighter-details/6c9b66b43663f2f7,"5' 5""",115 lbs.,"67""",Orthodox,"Jan 26, 1999",8-2-0,2.87,47%,3.40,,2.73,35%,33%,0.0
Santiago Ponzinibbio,http://ufcstats.com/fighter-details/6d1bffff14897645,"6' 0""",170 lbs.,"73""",Orthodox,"Sep 26, 1986",31-9-0,4.78,41%,4.68,,0.60,27%,71%,0.0
Amir Albazi,http://ufcstats.com/fighter-details/6d35bf94f7d30241,"5' 5""",125 lbs.,"68""",Orthodox,"Oct 27, 1993",17-2-0,2.72,34%,3.71,,1.39,32%,50%,0.5
Jordan Vucenic,http://ufcstats.com/fighter-details/6d38e41efa47a72d,"5' 10""",155 lbs.,"73""",Orthodox,"Mar 02, 1996",13-4-0,2.11,45%,1.90,,0.63,14%,44%,0.0
Antonio Trocoli,http://ufcstats.com/fighter-details/6d48a2df51749d91,"6' 6""",185 lbs.,"79""",Orthodox,"Dec 06, 1990",12-5-0 (1 NC),1.29,50%,5.79,,0.84,11%,50%,0.8
Vicente Luque,http://ufcstats.com/fighter-details/6d4b63c767106d3a,"5' 11""",170 lbs.,"75""",Orthodox,"Nov 27, 1991",23-11-1,5.02,51%,5.25,,0.97,51%,61%,0.7
Ode Osbourne,http://ufcstats.com/fighter-details/6d68c1afe954f121,"5' 7""",125 lbs.,"73""",Southpaw,"Jan 09, 1992",13-9-0 (1 NC),3.07,41%,3.43,,1.09,30%,66%,0.5
Brandon Royval,http://ufcstats.com/fighter-details/6e15f63b6c2e2c15,"5' 9""",125 lbs.,"68""",Southpaw,"Aug 16, 1992",17-8-0,5.55,41%,4.23,,0.67,75%,45%,1.1
Magomed Gadzhiyasulov,http://ufcstats.com/fighter-details/6e344b71421103da,"6' 2""",205 lbs.,"75""",Orthodox,"Nov 04, 1993",9-1-0,2.89,49%,1.64,,3.67,73%,61%,0.0
Payton Talbott,http://ufcstats.com/fighter-details/6e743a33d56bdaa4,"5' 10""",135 lbs.,"70""",Switch,"Sep 09, 1998",10-1-0,6.05,54%,3.26,,0.24,25%,76%,0.2
Ibo Aslan,http://ufcstats.com/fighter-details/6e8f1bcdda94ff45,"6' 3""",205 lbs.,"77""",Orthodox,"Apr 23, 1996",14-3-0,5.09,47%,3.47,,0.00,0%,86%,0.0
JJ Aldrich,http://ufcstats.com/fighter-details/6fd953151d981979,"5' 5""",125 lbs.,"67""",Southpaw,"Sep 29, 1992",14-7-0,3.96,47%,4.32,,0.75,26%,67%,0.0
Cody Gibson,http://ufcstats.com/fighter-details/700a674c042b7a96,"5' 10""",135 lbs.,"71""",Orthodox,"Sep 11, 1987",22-11-0,3.61,45%,3.18,,2.13,37%,69%,0.6
Jared Gordon,http://ufcstats.com/fighter-details/7026eca45f65377b,"5' 9""",155 lbs.,"68""",Orthodox,"Sep 06, 1988",21-7-0 (1 NC),5.67,55%,3.91,,1.83,32%,62%,0.0
Yadier del Valle,http://ufcstats.com/fighter-details/70380ccdc81915b8,"5' 9""",145 lbs.,"69""",Southpaw,"Jul 29, 1996",9-0-0,7.49,67%,3.46,,2.51,42%,66%,1.7
Diyar Nurgozhay,http://ufcstats.com/fighter-details/709fadb644ee3f51,"6' 2""",205 lbs.,"74""",Southpaw,"Apr 22, 1997",10-2-0,3.04,50%,2.99,,2.54,100%,100%,0.0
Jimmy Crute,http://ufcstats.com/fighter-details/70e1f8a821b72c8b,"6' 2""",205 lbs.,"74""",Orthodox,"Mar 04, 1996",13-4-2,4.17,52%,3.68,,4.20,52%,58%,1.9
Lucas Almeida,http://ufcstats.com/fighter-details/710f0f8c5d5c9d41,"5' 11""",145 lbs.,"71""",Orthodox,"Jan 31, 1991",15-4-0,4.94,39%,5.04,,0.00,0%,53%,0.0
Vitor Petrino,http://ufcstats.com/fighter-details/71171fc96445bf65,"6' 2""",265 lbs.,"77""",Orthodox,"Aug 28, 1997",12-2-0,2.72,45%,2.60,,3.25,58%,71%,1.0
Bruna Brasil,http://ufcstats.com/fighter-details/7138a15258dabf20,"5' 6""",115 lbs.,"65""",Orthodox,"Sep 07, 1993",11-5-1,2.66,56%,3.82,,1.46,64%,53%,0.2
Dustin Stoltzfus,http://ufcstats.com/fighter-details/71505842fb6455c3,"6' 0""",185 lbs.,"75""",Orthodox,"Nov 15, 1991",16-7-0,3.14,45%,3.14,,2.26,41%,46%,1.3
Josias Musasa,http://ufcstats.com/fighter-details/723b64c0e9a8f348,"5' 8""",135 lbs.,"74""",Southpaw,"Oct 10, 1998",8-1-0,3.45,43%,4.60,,0.82,50%,77%,0.8
Lauren Murphy,http://ufcstats.com/fighter-details/729d4bd5a6cd0a97,"5' 5""",125 lbs.,"67""",Orthodox,"Jul 27, 1983",16-7-0,3.94,38%,5.19,,1.09,24%,67%,0.2
Mateusz Gamrot,http://ufcstats.com/fighter-details/72db2a14ffa73ece,"5' 10""",155 lbs.,"70""",Southpaw,"Dec 11, 1990",25-3-0 (1 NC),3.35,51%,3.04,,5.33,36%,90%,0.1
Saimon Oliveira,http://ufcstats.com/fighter-details/72ea1984c52019b5,"5' 4""",135 lbs.,"72""",Orthodox,"Apr 21, 1991",18-6-0,2.67,40%,4.13,,1.07,25%,38%,1.4
Matheus Camilo,http://ufcstats.com/fighter-details/72f890c5d421e705,"5' 10""",155 lbs.,"69""",Orthodox,"Jan 02, 2001",9-3-0,1.49,48%,1.38,,3.44,66%,0%,1.7
Rizvan Kuniev,http://ufcstats.com/fighter-details/739fd4fbb5d862f4,"6' 4""",240 lbs.,"76""",Orthodox,"Mar 10, 1992",12-3-1 (1 NC),4.45,58%,2.45,,1.45,75%,90%,0.0
Mackenzie Dern,http://ufcstats.com/fighter-details/7447e9f28508106a,"5' 4""",115 lbs.,"63""",Orthodox,"Mar 24, 1993",15-5-0,3.31,40%,3.90,,0.89,17%,25%,1.2
Fatima Kline,http://ufcstats.com/fighter-details/745fa7b605f8e2da,"5' 6""",115 lbs.,"67""",Orthodox,"Jul 12, 2000",8-1-0,3.94,49%,2.29,,1.21,60%,50%,0.0
Elijah Smith,http://ufcstats.com/fighter-details/7478b7f959ba61f5,"5' 9""",135 lbs.,"71""",Orthodox,"Sep 05, 2002",9-1-0,4.45,47%,3.40,,3.51,53%,57%,0.9
Taiyilake Nueraji,http://ufcstats.com/fighter-details/7498b3ac79a3b948,"6' 2""",170 lbs.,"75""",Southpaw,"Jan 12, 2001",12-1-0 (1 NC),9.82,53%,5.01,,1.47,33%,100%,0.0
Khalil Rountree Jr.,http://ufcstats.com/fighter-details/749f572d1d3161fb,"6' 1""",205 lbs.,"76""",Southpaw,"Feb 26, 1990",15-6-0 (1 NC),3.79,40%,4.24,,0.00,0%,58%,0.1
Da Woon Jung,http://ufcstats.com/fighter-details/74f9448b97bf8bec,"6' 4""",205 lbs.,"78""",Orthodox,"Dec 07, 1993",15-6-1,3.24,40%,4.23,,1.59,47%,75%,0.2
Calvin Kattar,http://ufcstats.com/fighter-details/751de04455cfaac0,"5' 11""",145 lbs.,"72""",Orthodox,"Mar 26, 1988",23-10-0,4.41,37%,6.55,,0.34,29%,77%,0.1
Muhammad Mokaev,http://ufcstats.com/fighter-details/75353550928a7921,"5' 7""",125 lbs.,"70""",Orthodox,"Jul 30, 2000",13-0-0 (1 NC),1.61,45%,1.35,,5.29,41%,25%,0.8
Thomas Petersen,http://ufcstats.com/fighter-details/764d39074a352e33,"6' 1""",264 lbs.,"74""",Southpaw,"Mar 30, 1995",10-3-0,3.74,59%,2.94,,4.42,66%,100%,0.6
Khamzat Chimaev,http://ufcstats.com/fighter-details/767755fd74662dbf,"6' 2""",185 lbs.,"75""",Orthodox,"May 01, 1994",15-0-0,4.04,60%,2.32,,5.29,55%,85%,1.8
Movsar Evloev,http://ufcstats.com/fighter-details/76e2870ffafbe38f,"5' 7""",145 lbs.,"72""",Orthodox,"Feb 11, 1994",19-0-0,3.99,48%,2.66,,4.67,48%,61%,0.2
Guram Kutateladze,http://ufcstats.com/fighter-details/7772b283d288dbe2,"5' 11""",155 lbs.,"72""",Orthodox,"Jan 08, 1992",13-5-0,3.53,45%,4.22,,0.61,15%,75%,0.0
Paddy Pimblett,http://ufcstats.com/fighter-details/7826923b47f8d72a,"5' 10""",155 lbs.,"73""",Orthodox,"Jan 03, 1995",23-3-0,5.19,53%,3.14,,0.96,28%,50%,1.7
Ciryl Gane,http://ufcstats.com/fighter-details/787bb1f087ccff8a,"6' 4""",245 lbs.,"81""",Orthodox,"Apr 12, 1990",13-2-0,5.26,61%,2.23,,0.70,25%,43%,0.6
Joanderson Brito,http://ufcstats.com/fighter-details/791c8437b341fba5,"5' 8""",145 lbs.,"72""",Orthodox,"Feb 11, 1995",17-5-1,2.48,50%,2.49,,2.49,68%,56%,1.0
Brandon Moreno,http://ufcstats.com/fighter-details/792be9a24df82ed6,"5' 7""",125 lbs.,"70""",Orthodox,"Dec 07, 1993",23-8-2,3.96,44%,3.62,,1.51,44%,64%,0.4
Carlos Hernandez,http://ufcstats.com/fighter-details/798e48f9e7f6ba22,"5' 8""",125 lbs.,"67""",Orthodox,"Oct 25, 1993",10-5-0,3.83,45%,3.50,,1.56,21%,65%,0.2
Chris Barnett,http://ufcstats.com/fighter-details/7a5e8c94a86f9895,"5' 9""",265 lbs.,"75""",Orthodox,"Jun 14, 1986",23-9-0,4.21,47%,6.53,,0.00,0%,33%,0.0
Marvin Vettori,http://ufcstats.com/fighter-details/7acbb0972e75281a,"6' 0""",185 lbs.,"74""",Southpaw,"Sep 20, 1993",19-9-1,4.68,45%,4.52,,1.43,45%,65%,0.4
Westin Wilson,http://ufcstats.com/fighter-details/7b3503352cd53abb,"6' 1""",145 lbs.,"73""",Southpaw,"Jan 24, 1989",17-10-0,1.57,31%,6.71,,1.57,16%,33%,7.9
Brad Katona,http://ufcstats.com/fighter-details/7b433309b0fd12aa,"5' 6""",135 lbs.,"64""",Orthodox,"Dec 19, 1991",16-5-0,4.81,52%,4.75,,1.86,34%,61%,0.0
Brian Kelleher,http://ufcstats.com/fighter-details/7be14eaed4c74856,"5' 6""",135 lbs.,"66""",Switch,"Aug 19, 1986",24-16-0,3.31,41%,4.59,,1.68,41%,60%,0.7
Marlon Vera,http://ufcstats.com/fighter-details/7c7332319c14094c,"5' 8""",135 lbs.,"70""",Switch,"Dec 02, 1992",23-10-1,4.27,49%,5.37,,0.51,39%,72%,0.8
Drakkar Klose,http://ufcstats.com/fighter-details/7cbf7c78d3b34218,"5' 9""",155 lbs.,"70""",Orthodox,"Mar 09, 1988",16-3-1,4.25,55%,3.65,,1.49,26%,69%,0.0
Daniel Frunza,http://ufcstats.com/fighter-details/7cec3c4a5e7b6d68,"6' 1""",170 lbs.,"73""",Orthodox,"Apr 13, 1994",9-3-0,6.30,40%,6.67,,0.00,0%,60%,0.0
Ramazan Temirov,http://ufcstats.com/fighter-details/7d0a1968b38ca439,"5' 4""",125 lbs.,"63""",Orthodox,"Jan 31, 1997",19-3-0,4.37,40%,3.93,,0.84,50%,100%,0.0
Aoriqileng,http://ufcstats.com/fighter-details/7d420039bbfe7c1a,"5' 7""",135 lbs.,"69""",Orthodox,"Jun 25, 1993",25-12-0 (1 NC),4.65,49%,5.46,,1.20,46%,58%,0.0
Jose Delgado,http://ufcstats.com/fighter-details/7d6ceff6747f2de2,"5' 11""",145 lbs.,"74""",Switch,"Apr 21, 1998",10-1-0,7.13,49%,3.67,,4.58,60%,71%,0.0
Ante Delija,http://ufcstats.com/fighter-details/7d8435c56043b0ae,"6' 3""",239 lbs.,"78""",Orthodox,"Aug 07, 1990",26-6-0,6.34,46%,1.95,,0.00,0%,0%,0.0
Virna Jandiroba,http://ufcstats.com/fighter-details/7dda2cf308f24a02,"5' 3""",115 lbs.,"64""",Orthodox,"May 30, 1988",22-3-0,1.97,38%,2.55,,2.37,33%,73%,1.8
Nick Klein,http://ufcstats.com/fighter-details/7eaa5e31c2dd86aa,"6' 1""",185 lbs.,"77""",Orthodox,"Sep 08, 1995",6-3-0,2.51,56%,3.41,,5.79,35%,66%,1.9
Carlos Prates,http://ufcstats.com/fighter-details/7ee0fd831c0fe7c3,"6' 1""",170 lbs.,"78""",Switch,"Aug 17, 1993",22-7-0,3.82,54%,4.80,,0.23,100%,84%,0.0
Azat Maksum,http://ufcstats.com/fighter-details/7f1bf0c255ec8756,"5' 7""",125 lbs.,"70""",Southpaw,"Feb 02, 1995",15-2-0,3.24,28%,5.00,,2.33,28%,85%,0.3
Cody Durden,http://ufcstats.com/fighter-details/7f6ed67d3ed3c036,"5' 7""",125 lbs.,"67""",Southpaw,"Mar 29, 1991",17-8-1,3.44,44%,4.35,,4.13,47%,73%,0.7
Kaan Ofli,http://ufcstats.com/fighter-details/7facc9c45d792985,"5' 7""",145 lbs.,"66""",Orthodox,"Jun 19, 1993",12-4-1,2.00,45%,2.93,,0.00,0%,0%,0.0
Terrance McKinney,http://ufcstats.com/fighter-details/809bd1a871491508,"5' 10""",155 lbs.,"73""",Switch,"Sep 15, 1994",17-7-0,5.78,56%,2.58,,3.59,40%,77%,2.2
Charles Johnson,http://ufcstats.com/fighter-details/814e5233e2acf2ee,"5' 9""",125 lbs.,"70""",Switch,"Jan 10, 1991",18-7-0,4.73,49%,3.78,,0.56,20%,66%,0.4
Ricky Glenn,http://ufcstats.com/fighter-details/814ff3018127e8fc,"6' 0""",170 lbs.,"70""",Southpaw,"Apr 12, 1989",22-9-2,3.79,42%,4.30,,0.72,13%,69%,0.4
Cortavious Romious,http://ufcstats.com/fighter-details/8173f134396cb971,"5' 4""",135 lbs.,"68""",Southpaw,"Jan 06, 1994",9-4-0,1.91,38%,3.46,,2.29,66%,64%,0.8
Dan Ige,http://ufcstats.com/fighter-details/82a5152216251682,"5' 7""",145 lbs.,"71""",Orthodox,"Aug 06, 1991",19-10-0,3.64,45%,3.56,,0.89,25%,56%,0.2
Rafael Estevam,http://ufcstats.com/fighter-details/83455a9d17f57dae,"5' 8""",125 lbs.,"69""",Orthodox,"Aug 10, 1996",14-0-0,2.10,54%,2.59,,6.01,38%,66%,0.3
Mansur Abdul-Malik,http://ufcstats.com/fighter-details/841695e02c99a521,"6' 2""",185 lbs.,"80""",Orthodox,"Oct 07, 1997",8-0-1,4.27,48%,3.49,,0.49,33%,82%,0.0
Mateusz Rebecki,http://ufcstats.com/fighter-details/849c5d9979df5357,"5' 7""",155 lbs.,"66""",Southpaw,"Nov 03, 1992",20-3-0,5.29,46%,4.53,,3.46,65%,50%,0.6
Neil Magny,http://ufcstats.com/fighter-details/84b3e7d38f2d2ec5,"6' 3""",170 lbs.,"80""",Orthodox,"Aug 03, 1987",30-14-0,3.45,46%,2.47,,2.15,39%,55%,0.2
Jose Johnson,http://ufcstats.com/fighter-details/84f727cf0166d6f2,"6' 0""",125 lbs.,"71""",Orthodox,"May 20, 1995",16-10-0,2.27,57%,1.61,,0.69,60%,41%,0.7
Daniel Marcos,http://ufcstats.com/fighter-details/850266b3dc4e506e,"5' 7""",135 lbs.,"69""",Orthodox,"Mar 07, 1993",17-1-0 (1 NC),5.11,53%,3.88,,0.99,46%,84%,0.0
Kai Kara-France,http://ufcstats.com/fighter-details/853eb0dd5c0e2149,"5' 4""",125 lbs.,"69""",Orthodox,"Mar 26, 1993",25-12-0 (1 NC),4.46,40%,3.24,,0.56,30%,83%,0.0
Jacobe Smith,http://ufcstats.com/fighter-details/85497ffd934ecf7e,"5' 10""",170 lbs.,"72""",Southpaw,"Jan 17, 1996",11-0-0,6.21,66%,2.86,,7.42,90%,100%,0.8
Kennedy Nzechukwu,http://ufcstats.com/fighter-details/8667caa0451d245b,"6' 5""",236 lbs.,"83""",Southpaw,"Jun 13, 1992",14-6-0,5.33,46%,4.89,,0.55,45%,80%,0.2
Dusko Todorovic,http://ufcstats.com/fighter-details/866fd7b1a6c90e7f,"6' 1""",185 lbs.,"74""",Orthodox,"May 19, 1994",12-6-0,4.79,57%,4.53,,1.50,17%,42%,0.2
Baergeng Jieleyisi,http://ufcstats.com/fighter-details/8677e67a75d65b8e,"5' 9""",145 lbs.,"71""",Orthodox,"Nov 24, 1995",18-7-0,1.61,35%,2.62,,1.73,38%,78%,0.2
Xiao Long,http://ufcstats.com/fighter-details/86bace9e4ad85542,"5' 8""",135 lbs.,"70""",Orthodox,"Apr 13, 1998",27-10-0,5.25,46%,4.20,,0.69,25%,79%,0.0
Julia Avila,http://ufcstats.com/fighter-details/86d9dbe1bfcbade7,"5' 7""",135 lbs.,"68""",Orthodox,"May 11, 1988",9-4-0,2.81,42%,3.28,,0.63,37%,52%,0.2
Kyle Prepolec,http://ufcstats.com/fighter-details/873626e5547b5235,"5' 10""",155 lbs.,"70""",Southpaw,"Aug 30, 1989",18-9-0,2.87,35%,5.19,,0.00,0%,40%,0.0
Jonathan Pearce,http://ufcstats.com/fighter-details/87c0b1c696ddfb43,"6' 0""",145 lbs.,"71""",Switch,"May 01, 1992",14-7-0,5.12,54%,3.32,,5.02,50%,55%,0.8
Alice Ardelean,http://ufcstats.com/fighter-details/87f8699fdcc2c404,"5' 3""",115 lbs.,"62""",Orthodox,"Apr 19, 1992",10-7-0,6.73,44%,5.04,,1.00,50%,87%,0.0
Nassourdine Imavov,http://ufcstats.com/fighter-details/881bf86d4cba8578,"6' 3""",185 lbs.,"75""",Orthodox,"Mar 01, 1996",17-4-0 (1 NC),4.28,54%,3.17,,0.74,32%,81%,1.0
Andre Muniz,http://ufcstats.com/fighter-details/886264a0c9f4ea5e,"6' 1""",185 lbs.,"78""",Southpaw,"Feb 17, 1990",24-7-0,2.04,49%,2.33,,4.02,49%,35%,1.2
King Green,http://ufcstats.com/fighter-details/887961364be5ceb3,"5' 10""",155 lbs.,"71""",Orthodox,"Sep 09, 1986",32-17-1 (1 NC),6.40,52%,3.72,,1.22,39%,74%,0.3
Jose Ochoa,http://ufcstats.com/fighter-details/88be62d6c1e6dadb,"5' 7""",125 lbs.,"67""",Southpaw,"Dec 31, 2000",8-2-0 (1 NC),3.01,37%,2.33,,0.43,50%,59%,1.3
Caio Machado,http://ufcstats.com/fighter-details/89839250eb25c9c1,"6' 4""",250 lbs.,"78""",Southpaw,"Jul 20, 1994",8-4-1,5.82,53%,2.87,,0.00,0%,82%,0.0
Daniel Rodriguez,http://ufcstats.com/fighter-details/8a1f3b5c526cd6e6,"6' 1""",170 lbs.,"74""",Southpaw,"Dec 31, 1986",20-5-0,7.20,49%,5.40,,0.51,50%,64%,0.1
Zhang Mingyang,http://ufcstats.com/fighter-details/8a65fd9ba31fd3f7,"6' 2""",205 lbs.,"75""",Orthodox,"Aug 16, 1998",19-7-0,7.71,60%,5.33,,0.00,0%,75%,0.0
Elizeu Zaleski dos Santos,http://ufcstats.com/fighter-details/8adcbd525fab8d9b,"5' 11""",170 lbs.,"73""",Orthodox,"Dec 11, 1986",25-10-1,4.16,41%,3.56,,0.79,20%,67%,0.4
Taylor Lapilus,http://ufcstats.com/fighter-details/8b1ed83b02303075,"5' 6""",135 lbs.,"73""",Southpaw,"Apr 08, 1992",21-4-0,4.59,48%,2.61,,0.27,33%,77%,0.3
Sam Patterson,http://ufcstats.com/fighter-details/8b6e5dc2ba1edbe7,"6' 3""",170 lbs.,"78""",Orthodox,"Apr 30, 1996",14-2-1,3.89,43%,3.93,,1.39,100%,33%,2.8
Ketlen Souza,http://ufcstats.com/fighter-details/8bd4200561c77a62,"5' 3""",115 lbs.,"63""",Orthodox,"Aug 18, 1994",15-6-0,4.56,57%,4.40,,0.30,14%,50%,0.3
Kelvin Gastelum,http://ufcstats.com/fighter-details/8c0580d4fff106c1,"5' 9""",185 lbs.,"71""",Southpaw,"Oct 24, 1991",20-10-0 (1 NC),3.67,42%,3.49,,1.05,34%,58%,0.1
Loik Radzhabov,http://ufcstats.com/fighter-details/8c169fbe1ac33637,"5' 11""",155 lbs.,"69""",Orthodox,"Sep 17, 1990",18-6-1,2.89,44%,3.76,,4.65,57%,42%,0.0
Maheshate,http://ufcstats.com/fighter-details/8c1ca54b5089d199,"6' 0""",155 lbs.,"71""",Orthodox,"Dec 01, 1999",10-5-0,3.96,31%,5.96,,0.00,0%,47%,0.0
Muhammad Naimov,http://ufcstats.com/fighter-details/8d11d9c13e2ccdf7,"5' 9""",145 lbs.,"70""",Orthodox,"Aug 07, 1994",13-3-0,2.61,40%,3.45,,1.69,36%,67%,0.2
Asu Almabayev,http://ufcstats.com/fighter-details/8d3273573b85be09,"5' 4""",125 lbs.,"65""",Orthodox,"Jan 25, 1994",22-3-0,2.16,54%,1.75,,4.66,43%,50%,1.5
Phil Rowe,http://ufcstats.com/fighter-details/8e382b585a92affe,"6' 3""",170 lbs.,"80""",Orthodox,"Jul 18, 1990",11-5-0,3.99,49%,4.38,,0.60,36%,56%,0.3
Loopy Godinez,http://ufcstats.com/fighter-details/8e5d953bdb9ae5e7,"5' 2""",115 lbs.,"61""",Orthodox,"Sep 06, 1993",14-5-0,4.51,49%,4.03,,2.96,41%,81%,0.9
Cody Haddon,http://ufcstats.com/fighter-details/8e6654e9f0461b8f,"5' 7""",135 lbs.,"69""",Orthodox,"Sep 08, 1998",8-1-0,9.20,51%,3.47,,2.48,37%,83%,0.8
Marc-Andre Barriault,http://ufcstats.com/fighter-details/8e9eb3fc86db0f7d,"6' 1""",185 lbs.,"74""",Orthodox,"Feb 18, 1990",17-10-0 (1 NC),5.70,47%,5.63,,0.37,28%,68%,0.1
Martin Buday,http://ufcstats.com/fighter-details/8eb046f83e82bf26,"6' 4""",265 lbs.,"77""",Orthodox,"Nov 11, 1991",16-2-0,4.39,53%,4.49,,0.15,20%,93%,0.1
Rinat Fakhretdinov,http://ufcstats.com/fighter-details/8f765fd5775a8873,"6' 0""",170 lbs.,"74""",Orthodox,"Sep 28, 1991",24-1-1,5.03,52%,3.61,,3.91,34%,91%,0.2
Andre Fili,http://ufcstats.com/fighter-details/8fd808923cffff82,"5' 11""",145 lbs.,"74""",Orthodox,"Jun 25, 1990",25-12-0 (1 NC),3.87,37%,4.23,,2.22,45%,71%,0.2
Carlos Ulberg,http://ufcstats.com/fighter-details/9014c02eff8b3d62,"6' 4""",205 lbs.,"77""",Orthodox,"Nov 07, 1990",13-1-0,6.77,55%,4.21,,0.58,60%,85%,0.2
Julian Erosa,http://ufcstats.com/fighter-details/902ec2cc48c8ae8a,"6' 1""",145 lbs.,"74""",Southpaw,"Jul 31, 1989",31-13-0,6.21,48%,6.27,,1.78,43%,61%,0.7
Pannie Kianzad,http://ufcstats.com/fighter-details/91dac5e69e28d5b5,"5' 7""",135 lbs.,"66""",Orthodox,"Dec 08, 1991",17-9-0,4.88,49%,4.09,,0.41,33%,65%,0.1
Felipe Lima,http://ufcstats.com/fighter-details/9256f591b30c073e,"5' 6""",135 lbs.,"68""",Orthodox,"May 07, 1998",14-2-0,2.86,45%,2.91,,2.18,27%,85%,0.7
Darren Elkins,http://ufcstats.com/fighter-details/92a9aa9c93192871,"5' 10""",145 lbs.,"71""",Orthodox,"May 16, 1984",29-12-0,3.40,38%,3.34,,2.87,34%,56%,1.1
Robert Ruchala,http://ufcstats.com/fighter-details/92aed9d16794f42b,"5' 8""",145 lbs.,"72""",Switch,"May 15, 1998",11-2-0,2.27,35%,3.27,,2.00,33%,0%,0.0
Marco Tulio,http://ufcstats.com/fighter-details/9384e71bca6c409d,"6' 0""",185 lbs.,"74""",Orthodox,"Jun 13, 1994",14-1-0,7.54,60%,2.53,,0.88,20%,0%,0.4
James Llontop,http://ufcstats.com/fighter-details/93b2b7caa457cbea,"6' 0""",155 lbs.,"73""",Orthodox,"Aug 02, 1999",14-5-0,5.57,41%,4.12,,0.00,0%,54%,0.0
Sodiq Yusuff,http://ufcstats.com/fighter-details/94426bb170c88115,"5' 9""",155 lbs.,"71""",Orthodox,"May 19, 1993",13-5-0,5.27,49%,4.29,,0.36,23%,62%,0.4
Eric McConico,http://ufcstats.com/fighter-details/9508cc6184cb2450,"6' 0""",185 lbs.,"77""",Southpaw,"May 09, 1990",10-3-1,1.51,36%,2.48,,0.00,0%,57%,0.0
Giga Chikadze,http://ufcstats.com/fighter-details/9560ff14eb3129f7,"6' 0""",145 lbs.,"74""",Orthodox,"Aug 25, 1988",15-5-0,3.82,42%,3.48,,0.19,33%,65%,0.2
Polyana Viana,http://ufcstats.com/fighter-details/9673a497a9da119a,"5' 5""",115 lbs.,"67""",Orthodox,"Jun 14, 1992",13-8-0,2.74,40%,2.50,,0.75,33%,35%,1.7
Gaston Bolanos,http://ufcstats.com/fighter-details/96924b0019b3aff1,"5' 7""",135 lbs.,"69""",Orthodox,"Sep 14, 1992",8-5-0,3.28,49%,2.40,,0.66,100%,42%,0.0
Chase Hooper,http://ufcstats.com/fighter-details/971246648e162f0d,"6' 1""",155 lbs.,"74""",Southpaw,"Sep 13, 1999",16-4-1,4.51,49%,2.98,,2.49,33%,55%,2.1
Josefine Knutsson,http://ufcstats.com/fighter-details/971dba22c622af12,"5' 3""",115 lbs.,"60""",Orthodox,"Jan 16, 1996",8-1-0,4.24,51%,2.13,,1.60,72%,35%,0.0
