fighter_name,fighter_url,height_cm,weight_kg,reach_cm,stance,dob,age,wins,losses,draws,nc,total_fights,reach_to_height_ratio,record,significant_strikes_landed_per_minute,significant_strike_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defense,takedown_average_per_15_min,takedown_accuracy,takedown_defense,submission_average_per_15_min
Gerald Meerschaert,6ac9bc2953c47345,185,84,196,Southpaw,1987-12-18,37,37.0,20.0,0.0,,57,1.0594594594594595,37-20-0,3.02,45.0,3.49,,1.83,30.0,42.0,1.4
Julius Walker,6add18754930182b,193,93,198,Orthodox,1999-07-16,26,7.0,1.0,0.0,,8,1.0259067357512954,7-1-0,4.33,55.0,3.53,,3.5,36.0,100.0,0.0
Jack Della Maddalena,6b453bc35a823c3f,180,77,185,Switch,1996-09-10,28,18.0,2.0,0.0,,20,1.0277777777777777,18-2-0,6.84,52.0,4.53,,0.16,11.0,69.0,0.2
Oban Elliott,6b56e94a59b7b134,183,77,183,Orthodox,1997-12-19,27,12.0,3.0,0.0,,15,1.0,12-3-0,3.5,48.0,2.24,,1.7,44.0,55.0,0.0
Pedro Munhoz,6bd02119599741a4,168,61,165,Orthodox,1986-09-07,39,20.0,10.0,0.0,2.0,32,0.9821428571428571,20-10-0 (2 NC),5.38,41.0,6.29,,0.48,16.0,82.0,0.5
Tom Nolan,6c3b2525436cf5d4,190,70,185,Southpaw,2000-03-08,25,9.0,1.0,0.0,,10,0.9736842105263158,9-1-0,5.82,45.0,4.85,,0.41,12.0,66.0,1.6
Viktoriia Dudakova,6c9b66b43663f2f7,165,52,170,Orthodox,1999-01-26,26,8.0,2.0,0.0,,10,1.0303030303030303,8-2-0,2.87,47.0,3.4,,2.73,35.0,33.0,0.0
Santiago Ponzinibbio,6d1bffff14897645,183,77,185,Orthodox,1986-09-26,38,31.0,9.0,0.0,,40,1.010928961748634,31-9-0,4.78,41.0,4.68,,0.6,27.0,71.0,0.0
Amir Albazi,6d35bf94f7d30241,165,57,173,Orthodox,1993-10-27,31,17.0,2.0,0.0,,19,1.0484848484848486,17-2-0,2.72,34.0,3.71,,1.39,32.0,50.0,0.5
Jordan Vucenic,6d38e41efa47a72d,178,70,185,Orthodox,1996-03-02,29,13.0,4.0,0.0,,17,1.0393258426966292,13-4-0,2.11,45.0,1.9,,0.63,14.0,44.0,0.0
Antonio Trocoli,6d48a2df51749d91,198,84,201,Orthodox,1990-12-06,34,12.0,5.0,0.0,1.0,18,1.0151515151515151,12-5-0 (1 NC),1.29,50.0,5.79,,0.84,11.0,50.0,0.8
Vicente Luque,6d4b63c767106d3a,180,77,190,Orthodox,1991-11-27,33,23.0,11.0,1.0,,35,1.0555555555555556,23-11-1,5.02,51.0,5.25,,0.97,51.0,61.0,0.7
Ode Osbourne,6d68c1afe954f121,170,57,185,Southpaw,1992-01-09,33,13.0,9.0,0.0,1.0,23,1.088235294117647,13-9-0 (1 NC),3.07,41.0,3.43,,1.09,30.0,66.0,0.5
Brandon Royval,6e15f63b6c2e2c15,175,57,173,Southpaw,1992-08-16,33,17.0,8.0,0.0,,25,0.9885714285714285,17-8-0,5.55,41.0,4.23,,0.67,75.0,45.0,1.1
Magomed Gadzhiyasulov,6e344b71421103da,188,93,190,Orthodox,1993-11-04,31,9.0,1.0,0.0,,10,1.0106382978723405,9-1-0,2.89,49.0,1.64,,3.67,73.0,61.0,0.0
Payton Talbott,6e743a33d56bdaa4,178,61,178,Switch,1998-09-09,26,10.0,1.0,0.0,,11,1.0,10-1-0,6.05,54.0,3.26,,0.24,25.0,76.0,0.2
Ibo Aslan,6e8f1bcdda94ff45,190,93,196,Orthodox,1996-04-23,29,14.0,3.0,0.0,,17,1.0315789473684212,14-3-0,5.09,47.0,3.47,,0.0,0.0,86.0,0.0
JJ Aldrich,6fd953151d981979,165,57,170,Southpaw,1992-09-29,32,14.0,7.0,0.0,,21,1.0303030303030303,14-7-0,3.96,47.0,4.32,,0.75,26.0,67.0,0.0
Cody Gibson,700a674c042b7a96,178,61,180,Orthodox,1987-09-11,37,22.0,11.0,0.0,,33,1.0112359550561798,22-11-0,3.61,45.0,3.18,,2.13,37.0,69.0,0.6
Jared Gordon,7026eca45f65377b,175,70,173,Orthodox,1988-09-06,37,21.0,7.0,0.0,1.0,29,0.9885714285714285,21-7-0 (1 NC),5.67,55.0,3.91,,1.83,32.0,62.0,0.0
Yadier del Valle,70380ccdc81915b8,175,66,175,Southpaw,1996-07-29,29,9.0,0.0,0.0,,9,1.0,9-0-0,7.49,67.0,3.46,,2.51,42.0,66.0,1.7
Diyar Nurgozhay,709fadb644ee3f51,188,93,188,Southpaw,1997-04-22,28,10.0,2.0,0.0,,12,1.0,10-2-0,3.04,50.0,2.99,,2.54,100.0,100.0,0.0
Jimmy Crute,70e1f8a821b72c8b,188,93,188,Orthodox,1996-03-04,29,13.0,4.0,2.0,,19,1.0,13-4-2,4.17,52.0,3.68,,4.2,52.0,58.0,1.9
Lucas Almeida,710f0f8c5d5c9d41,180,66,180,Orthodox,1991-01-31,34,15.0,4.0,0.0,,19,1.0,15-4-0,4.94,39.0,5.04,,0.0,0.0,53.0,0.0
Vitor Petrino,71171fc96445bf65,188,120,196,Orthodox,1997-08-28,28,12.0,2.0,0.0,,14,1.0425531914893618,12-2-0,2.72,45.0,2.6,,3.25,58.0,71.0,1.0
Bruna Brasil,7138a15258dabf20,168,52,165,Orthodox,1993-09-07,32,11.0,5.0,1.0,,17,0.9821428571428571,11-5-1,2.66,56.0,3.82,,1.46,64.0,53.0,0.2
Dustin Stoltzfus,71505842fb6455c3,183,84,190,Orthodox,1991-11-15,33,16.0,7.0,0.0,,23,1.0382513661202186,16-7-0,3.14,45.0,3.14,,2.26,41.0,46.0,1.3
Josias Musasa,723b64c0e9a8f348,173,61,188,Southpaw,1998-10-10,26,8.0,1.0,0.0,,9,1.0867052023121386,8-1-0,3.45,43.0,4.6,,0.82,50.0,77.0,0.8
Lauren Murphy,729d4bd5a6cd0a97,165,57,170,Orthodox,1983-07-27,42,16.0,7.0,0.0,,23,1.0303030303030303,16-7-0,3.94,38.0,5.19,,1.09,24.0,67.0,0.2
Mateusz Gamrot,72db2a14ffa73ece,178,70,178,Southpaw,1990-12-11,34,25.0,3.0,0.0,1.0,29,1.0,25-3-0 (1 NC),3.35,51.0,3.04,,5.33,36.0,90.0,0.1
Saimon Oliveira,72ea1984c52019b5,163,61,183,Orthodox,1991-04-21,34,18.0,6.0,0.0,,24,1.1226993865030674,18-6-0,2.67,40.0,4.13,,1.07,25.0,38.0,1.4
Matheus Camilo,72f890c5d421e705,178,70,175,Orthodox,2001-01-02,24,9.0,3.0,0.0,,12,0.9831460674157303,9-3-0,1.49,48.0,1.38,,3.44,66.0,0.0,1.7
Rizvan Kuniev,739fd4fbb5d862f4,193,109,193,Orthodox,1992-03-10,33,12.0,3.0,1.0,1.0,17,1.0,12-3-1 (1 NC),4.45,58.0,2.45,,1.45,75.0,90.0,0.0
Mackenzie Dern,7447e9f28508106a,163,52,160,Orthodox,1993-03-24,32,15.0,5.0,0.0,,20,0.9815950920245399,15-5-0,3.31,40.0,3.9,,0.89,17.0,25.0,1.2
Fatima Kline,745fa7b605f8e2da,168,52,170,Orthodox,2000-07-12,25,8.0,1.0,0.0,,9,1.0119047619047619,8-1-0,3.94,49.0,2.29,,1.21,60.0,50.0,0.0
Elijah Smith,7478b7f959ba61f5,175,61,180,Orthodox,2002-09-05,23,9.0,1.0,0.0,,10,1.0285714285714285,9-1-0,4.45,47.0,3.4,,3.51,53.0,57.0,0.9
Taiyilake Nueraji,7498b3ac79a3b948,188,77,190,Southpaw,2001-01-12,24,12.0,1.0,0.0,1.0,14,1.0106382978723405,12-1-0 (1 NC),9.82,53.0,5.01,,1.47,33.0,100.0,0.0
Khalil Rountree Jr.,749f572d1d3161fb,185,93,193,Southpaw,1990-02-26,35,15.0,6.0,0.0,1.0,22,1.0432432432432432,15-6-0 (1 NC),3.79,40.0,4.24,,0.0,0.0,58.0,0.1
Da Woon Jung,74f9448b97bf8bec,193,93,198,Orthodox,1993-12-07,31,15.0,6.0,1.0,,22,1.0259067357512954,15-6-1,3.24,40.0,4.23,,1.59,47.0,75.0,0.2
Calvin Kattar,751de04455cfaac0,180,66,183,Orthodox,1988-03-26,37,23.0,10.0,0.0,,33,1.0166666666666666,23-10-0,4.41,37.0,6.55,,0.34,29.0,77.0,0.1
Muhammad Mokaev,75353550928a7921,170,57,178,Orthodox,2000-07-30,25,13.0,0.0,0.0,1.0,14,1.0470588235294118,13-0-0 (1 NC),1.61,45.0,1.35,,5.29,41.0,25.0,0.8
Thomas Petersen,764d39074a352e33,185,120,188,Southpaw,1995-03-30,30,10.0,3.0,0.0,,13,1.0162162162162163,10-3-0,3.74,59.0,2.94,,4.42,66.0,100.0,0.6
Khamzat Chimaev,767755fd74662dbf,188,84,190,Orthodox,1994-05-01,31,15.0,0.0,0.0,,15,1.0106382978723405,15-0-0,4.04,60.0,2.32,,5.29,55.0,85.0,1.8
Movsar Evloev,76e2870ffafbe38f,170,66,183,Orthodox,1994-02-11,31,19.0,0.0,0.0,,19,1.076470588235294,19-0-0,3.99,48.0,2.66,,4.67,48.0,61.0,0.2
Guram Kutateladze,7772b283d288dbe2,180,70,183,Orthodox,1992-01-08,33,13.0,5.0,0.0,,18,1.0166666666666666,13-5-0,3.53,45.0,4.22,,0.61,15.0,75.0,0.0
Paddy Pimblett,7826923b47f8d72a,178,70,185,Orthodox,1995-01-03,30,23.0,3.0,0.0,,26,1.0393258426966292,23-3-0,5.19,53.0,3.14,,0.96,28.0,50.0,1.7
Ciryl Gane,787bb1f087ccff8a,193,111,206,Orthodox,1990-04-12,35,13.0,2.0,0.0,,15,1.067357512953368,13-2-0,5.26,61.0,2.23,,0.7,25.0,43.0,0.6
Joanderson Brito,791c8437b341fba5,173,66,183,Orthodox,1995-02-11,30,17.0,5.0,1.0,,23,1.0578034682080926,17-5-1,2.48,50.0,2.49,,2.49,68.0,56.0,1.0
Brandon Moreno,792be9a24df82ed6,170,57,178,Orthodox,1993-12-07,31,23.0,8.0,2.0,,33,1.0470588235294118,23-8-2,3.96,44.0,3.62,,1.51,44.0,64.0,0.4
Carlos Hernandez,798e48f9e7f6ba22,173,57,170,Orthodox,1993-10-25,31,10.0,5.0,0.0,,15,0.9826589595375722,10-5-0,3.83,45.0,3.5,,1.56,21.0,65.0,0.2
Chris Barnett,7a5e8c94a86f9895,175,120,190,Orthodox,1986-06-14,39,23.0,9.0,0.0,,32,1.0857142857142856,23-9-0,4.21,47.0,6.53,,0.0,0.0,33.0,0.0
Marvin Vettori,7acbb0972e75281a,183,84,188,Southpaw,1993-09-20,31,19.0,9.0,1.0,,29,1.0273224043715847,19-9-1,4.68,45.0,4.52,,1.43,45.0,65.0,0.4
Westin Wilson,7b3503352cd53abb,185,66,185,Southpaw,1989-01-24,36,17.0,10.0,0.0,,27,1.0,17-10-0,1.57,31.0,6.71,,1.57,16.0,33.0,7.9
Brad Katona,7b433309b0fd12aa,168,61,163,Orthodox,1991-12-19,33,16.0,5.0,0.0,,21,0.9702380952380952,16-5-0,4.81,52.0,4.75,,1.86,34.0,61.0,0.0
Brian Kelleher,7be14eaed4c74856,168,61,168,Switch,1986-08-19,39,24.0,16.0,0.0,,40,1.0,24-16-0,3.31,41.0,4.59,,1.68,41.0,60.0,0.7
Marlon Vera,7c7332319c14094c,173,61,178,Switch,1992-12-02,32,23.0,10.0,1.0,,34,1.0289017341040463,23-10-1,4.27,49.0,5.37,,0.51,39.0,72.0,0.8
Drakkar Klose,7cbf7c78d3b34218,175,70,178,Orthodox,1988-03-09,37,16.0,3.0,1.0,,20,1.0171428571428571,16-3-1,4.25,55.0,3.65,,1.49,26.0,69.0,0.0
Daniel Frunza,7cec3c4a5e7b6d68,185,77,185,Orthodox,1994-04-13,31,9.0,3.0,0.0,,12,1.0,9-3-0,6.3,40.0,6.67,,0.0,0.0,60.0,0.0
Ramazan Temirov,7d0a1968b38ca439,163,57,160,Orthodox,1997-01-31,28,19.0,3.0,0.0,,22,0.9815950920245399,19-3-0,4.37,40.0,3.93,,0.84,50.0,100.0,0.0
Aoriqileng,7d420039bbfe7c1a,170,61,175,Orthodox,1993-06-25,32,25.0,12.0,0.0,1.0,38,1.0294117647058822,25-12-0 (1 NC),4.65,49.0,5.46,,1.2,46.0,58.0,0.0
Jose Delgado,7d6ceff6747f2de2,180,66,188,Switch,1998-04-21,27,10.0,1.0,0.0,,11,1.0444444444444445,10-1-0,7.13,49.0,3.67,,4.58,60.0,71.0,0.0
Ante Delija,7d8435c56043b0ae,190,108,198,Orthodox,1990-08-07,35,26.0,6.0,0.0,,32,1.0421052631578946,26-6-0,6.34,46.0,1.95,,0.0,0.0,0.0,0.0
Virna Jandiroba,7dda2cf308f24a02,160,52,163,Orthodox,1988-05-30,37,22.0,3.0,0.0,,25,1.01875,22-3-0,1.97,38.0,2.55,,2.37,33.0,73.0,1.8
Nick Klein,7eaa5e31c2dd86aa,185,84,196,Orthodox,1995-09-08,29,6.0,3.0,0.0,,9,1.0594594594594595,6-3-0,2.51,56.0,3.41,,5.79,35.0,66.0,1.9
Carlos Prates,7ee0fd831c0fe7c3,185,77,198,Switch,1993-08-17,32,22.0,7.0,0.0,,29,1.0702702702702702,22-7-0,3.82,54.0,4.8,,0.23,100.0,84.0,0.0
Azat Maksum,7f1bf0c255ec8756,170,57,178,Southpaw,1995-02-02,30,15.0,2.0,0.0,,17,1.0470588235294118,15-2-0,3.24,28.0,5.0,,2.33,28.0,85.0,0.3
Cody Durden,7f6ed67d3ed3c036,170,57,170,Southpaw,1991-03-29,34,17.0,8.0,1.0,,26,1.0,17-8-1,3.44,44.0,4.35,,4.13,47.0,73.0,0.7
Kaan Ofli,7facc9c45d792985,170,66,168,Orthodox,1993-06-19,32,12.0,4.0,1.0,,17,0.9882352941176471,12-4-1,2.0,45.0,2.93,,0.0,0.0,0.0,0.0
Terrance McKinney,809bd1a871491508,178,70,185,Switch,1994-09-15,30,17.0,7.0,0.0,,24,1.0393258426966292,17-7-0,5.78,56.0,2.58,,3.59,40.0,77.0,2.2
Charles Johnson,814e5233e2acf2ee,175,57,178,Switch,1991-01-10,34,18.0,7.0,0.0,,25,1.0171428571428571,18-7-0,4.73,49.0,3.78,,0.56,20.0,66.0,0.4
Ricky Glenn,814ff3018127e8fc,183,77,178,Southpaw,1989-04-12,36,22.0,9.0,2.0,,33,0.9726775956284153,22-9-2,3.79,42.0,4.3,,0.72,13.0,69.0,0.4
Cortavious Romious,8173f134396cb971,163,61,173,Southpaw,1994-01-06,31,9.0,4.0,0.0,,13,1.0613496932515338,9-4-0,1.91,38.0,3.46,,2.29,66.0,64.0,0.8
Dan Ige,82a5152216251682,170,66,180,Orthodox,1991-08-06,34,19.0,10.0,0.0,,29,1.0588235294117647,19-10-0,3.64,45.0,3.56,,0.89,25.0,56.0,0.2
Rafael Estevam,83455a9d17f57dae,173,57,175,Orthodox,1996-08-10,29,14.0,0.0,0.0,,14,1.0115606936416186,14-0-0,2.1,54.0,2.59,,6.01,38.0,66.0,0.3
Mansur Abdul-Malik,841695e02c99a521,188,84,203,Orthodox,1997-10-07,27,8.0,0.0,1.0,,9,1.0797872340425532,8-0-1,4.27,48.0,3.49,,0.49,33.0,82.0,0.0
Mateusz Rebecki,849c5d9979df5357,170,70,168,Southpaw,1992-11-03,32,20.0,3.0,0.0,,23,0.9882352941176471,20-3-0,5.29,46.0,4.53,,3.46,65.0,50.0,0.6
Neil Magny,84b3e7d38f2d2ec5,190,77,203,Orthodox,1987-08-03,38,30.0,14.0,0.0,,44,1.068421052631579,30-14-0,3.45,46.0,2.47,,2.15,39.0,55.0,0.2
Jose Johnson,84f727cf0166d6f2,183,57,180,Orthodox,1995-05-20,30,16.0,10.0,0.0,,26,0.9836065573770492,16-10-0,2.27,57.0,1.61,,0.69,60.0,41.0,0.7
Daniel Marcos,850266b3dc4e506e,170,61,175,Orthodox,1993-03-07,32,17.0,1.0,0.0,1.0,19,1.0294117647058822,17-1-0 (1 NC),5.11,53.0,3.88,,0.99,46.0,84.0,0.0
Kai Kara-France,853eb0dd5c0e2149,163,57,175,Orthodox,1993-03-26,32,25.0,12.0,0.0,1.0,38,1.0736196319018405,25-12-0 (1 NC),4.46,40.0,3.24,,0.56,30.0,83.0,0.0
Jacobe Smith,85497ffd934ecf7e,178,77,183,Southpaw,1996-01-17,29,11.0,0.0,0.0,,11,1.0280898876404494,11-0-0,6.21,66.0,2.86,,7.42,90.0,100.0,0.8
Kennedy Nzechukwu,8667caa0451d245b,196,107,211,Southpaw,1992-06-13,33,14.0,6.0,0.0,,20,1.0765306122448979,14-6-0,5.33,46.0,4.89,,0.55,45.0,80.0,0.2
Dusko Todorovic,866fd7b1a6c90e7f,185,84,188,Orthodox,1994-05-19,31,12.0,6.0,0.0,,18,1.0162162162162163,12-6-0,4.79,57.0,4.53,,1.5,17.0,42.0,0.2
Baergeng Jieleyisi,8677e67a75d65b8e,175,66,180,Orthodox,1995-11-24,29,18.0,7.0,0.0,,25,1.0285714285714285,18-7-0,1.61,35.0,2.62,,1.73,38.0,78.0,0.2
Xiao Long,86bace9e4ad85542,173,61,178,Orthodox,1998-04-13,27,27.0,10.0,0.0,,37,1.0289017341040463,27-10-0,5.25,46.0,4.2,,0.69,25.0,79.0,0.0
Julia Avila,86d9dbe1bfcbade7,170,61,173,Orthodox,1988-05-11,37,9.0,4.0,0.0,,13,1.0176470588235293,9-4-0,2.81,42.0,3.28,,0.63,37.0,52.0,0.2
Kyle Prepolec,873626e5547b5235,178,70,178,Southpaw,1989-08-30,36,18.0,9.0,0.0,,27,1.0,18-9-0,2.87,35.0,5.19,,0.0,0.0,40.0,0.0
Jonathan Pearce,87c0b1c696ddfb43,183,66,180,Switch,1992-05-01,33,14.0,7.0,0.0,,21,0.9836065573770492,14-7-0,5.12,54.0,3.32,,5.02,50.0,55.0,0.8
Alice Ardelean,87f8699fdcc2c404,160,52,157,Orthodox,1992-04-19,33,10.0,7.0,0.0,,17,0.98125,10-7-0,6.73,44.0,5.04,,1.0,50.0,87.0,0.0
Nassourdine Imavov,881bf86d4cba8578,190,84,190,Orthodox,1996-03-01,29,17.0,4.0,0.0,1.0,22,1.0,17-4-0 (1 NC),4.28,54.0,3.17,,0.74,32.0,81.0,1.0
Andre Muniz,886264a0c9f4ea5e,185,84,198,Southpaw,1990-02-17,35,24.0,7.0,0.0,,31,1.0702702702702702,24-7-0,2.04,49.0,2.33,,4.02,49.0,35.0,1.2
King Green,887961364be5ceb3,178,70,180,Orthodox,1986-09-09,38,32.0,17.0,1.0,1.0,51,1.0112359550561798,32-17-1 (1 NC),6.4,52.0,3.72,,1.22,39.0,74.0,0.3
Jose Ochoa,88be62d6c1e6dadb,170,57,170,Southpaw,2000-12-31,24,8.0,2.0,0.0,1.0,11,1.0,8-2-0 (1 NC),3.01,37.0,2.33,,0.43,50.0,59.0,1.3
Caio Machado,89839250eb25c9c1,193,113,198,Southpaw,1994-07-20,31,8.0,4.0,1.0,,13,1.0259067357512954,8-4-1,5.82,53.0,2.87,,0.0,0.0,82.0,0.0
Daniel Rodriguez,8a1f3b5c526cd6e6,185,77,188,Southpaw,1986-12-31,38,20.0,5.0,0.0,,25,1.0162162162162163,20-5-0,7.2,49.0,5.4,,0.51,50.0,64.0,0.1
Zhang Mingyang,8a65fd9ba31fd3f7,188,93,190,Orthodox,1998-08-16,27,19.0,7.0,0.0,,26,1.0106382978723405,19-7-0,7.71,60.0,5.33,,0.0,0.0,75.0,0.0
Elizeu Zaleski dos Santos,8adcbd525fab8d9b,180,77,185,Orthodox,1986-12-11,38,25.0,10.0,1.0,,36,1.0277777777777777,25-10-1,4.16,41.0,3.56,,0.79,20.0,67.0,0.4
Taylor Lapilus,8b1ed83b02303075,168,61,185,Southpaw,1992-04-08,33,21.0,4.0,0.0,,25,1.1011904761904763,21-4-0,4.59,48.0,2.61,,0.27,33.0,77.0,0.3
Sam Patterson,8b6e5dc2ba1edbe7,190,77,198,Orthodox,1996-04-30,29,14.0,2.0,1.0,,17,1.0421052631578946,14-2-1,3.89,43.0,3.93,,1.39,100.0,33.0,2.8
Ketlen Souza,8bd4200561c77a62,160,52,160,Orthodox,1994-08-18,31,15.0,6.0,0.0,,21,1.0,15-6-0,4.56,57.0,4.4,,0.3,14.0,50.0,0.3
Kelvin Gastelum,8c0580d4fff106c1,175,84,180,Southpaw,1991-10-24,33,20.0,10.0,0.0,1.0,31,1.0285714285714285,20-10-0 (1 NC),3.67,42.0,3.49,,1.05,34.0,58.0,0.1
Loik Radzhabov,8c169fbe1ac33637,180,70,175,Orthodox,1990-09-17,34,18.0,6.0,1.0,,25,0.9722222222222222,18-6-1,2.89,44.0,3.76,,4.65,57.0,42.0,0.0
Maheshate,8c1ca54b5089d199,183,70,180,Orthodox,1999-12-01,25,10.0,5.0,0.0,,15,0.9836065573770492,10-5-0,3.96,31.0,5.96,,0.0,0.0,47.0,0.0
Muhammad Naimov,8d11d9c13e2ccdf7,175,66,178,Orthodox,1994-08-07,31,13.0,3.0,0.0,,16,1.0171428571428571,13-3-0,2.61,40.0,3.45,,1.69,36.0,67.0,0.2
Asu Almabayev,8d3273573b85be09,163,57,165,Orthodox,1994-01-25,31,22.0,3.0,0.0,,25,1.0122699386503067,22-3-0,2.16,54.0,1.75,,4.66,43.0,50.0,1.5
Phil Rowe,8e382b585a92affe,190,77,203,Orthodox,1990-07-18,35,11.0,5.0,0.0,,16,1.068421052631579,11-5-0,3.99,49.0,4.38,,0.6,36.0,56.0,0.3
Loopy Godinez,8e5d953bdb9ae5e7,157,52,155,Orthodox,1993-09-06,32,14.0,5.0,0.0,,19,0.9872611464968153,14-5-0,4.51,49.0,4.03,,2.96,41.0,81.0,0.9
Cody Haddon,8e6654e9f0461b8f,170,61,175,Orthodox,1998-09-08,26,8.0,1.0,0.0,,9,1.0294117647058822,8-1-0,9.2,51.0,3.47,,2.48,37.0,83.0,0.8
Marc-Andre Barriault,8e9eb3fc86db0f7d,185,84,188,Orthodox,1990-02-18,35,17.0,10.0,0.0,1.0,28,1.0162162162162163,17-10-0 (1 NC),5.7,47.0,5.63,,0.37,28.0,68.0,0.1
Martin Buday,8eb046f83e82bf26,193,120,196,Orthodox,1991-11-11,33,16.0,2.0,0.0,,18,1.0155440414507773,16-2-0,4.39,53.0,4.49,,0.15,20.0,93.0,0.1
Rinat Fakhretdinov,8f765fd5775a8873,183,77,188,Orthodox,1991-09-28,33,24.0,1.0,1.0,,26,1.0273224043715847,24-1-1,5.03,52.0,3.61,,3.91,34.0,91.0,0.2
Andre Fili,8fd808923cffff82,180,66,188,Orthodox,1990-06-25,35,25.0,12.0,0.0,1.0,38,1.0444444444444445,25-12-0 (1 NC),3.87,37.0,4.23,,2.22,45.0,71.0,0.2
Carlos Ulberg,9014c02eff8b3d62,193,93,196,Orthodox,1990-11-07,34,13.0,1.0,0.0,,14,1.0155440414507773,13-1-0,6.77,55.0,4.21,,0.58,60.0,85.0,0.2
Julian Erosa,902ec2cc48c8ae8a,185,66,188,Southpaw,1989-07-31,36,31.0,13.0,0.0,,44,1.0162162162162163,31-13-0,6.21,48.0,6.27,,1.78,43.0,61.0,0.7
Pannie Kianzad,91dac5e69e28d5b5,170,61,168,Orthodox,1991-12-08,33,17.0,9.0,0.0,,26,0.9882352941176471,17-9-0,4.88,49.0,4.09,,0.41,33.0,65.0,0.1
Felipe Lima,9256f591b30c073e,168,61,173,Orthodox,1998-05-07,27,14.0,2.0,0.0,,16,1.0297619047619047,14-2-0,2.86,45.0,2.91,,2.18,27.0,85.0,0.7
Darren Elkins,92a9aa9c93192871,178,66,180,Orthodox,1984-05-16,41,29.0,12.0,0.0,,41,1.0112359550561798,29-12-0,3.4,38.0,3.34,,2.87,34.0,56.0,1.1
Robert Ruchala,92aed9d16794f42b,173,66,183,Switch,1998-05-15,27,11.0,2.0,0.0,,13,1.0578034682080926,11-2-0,2.27,35.0,3.27,,2.0,33.0,0.0,0.0
Marco Tulio,9384e71bca6c409d,183,84,188,Orthodox,1994-06-13,31,14.0,1.0,0.0,,15,1.0273224043715847,14-1-0,7.54,60.0,2.53,,0.88,20.0,0.0,0.4
James Llontop,93b2b7caa457cbea,183,70,185,Orthodox,1999-08-02,26,14.0,5.0,0.0,,19,1.010928961748634,14-5-0,5.57,41.0,4.12,,0.0,0.0,54.0,0.0
Sodiq Yusuff,94426bb170c88115,175,70,180,Orthodox,1993-05-19,32,13.0,5.0,0.0,,18,1.0285714285714285,13-5-0,5.27,49.0,4.29,,0.36,23.0,62.0,0.4
Eric McConico,9508cc6184cb2450,183,84,196,Southpaw,1990-05-09,35,10.0,3.0,1.0,,14,1.0710382513661203,10-3-1,1.51,36.0,2.48,,0.0,0.0,57.0,0.0
Giga Chikadze,9560ff14eb3129f7,183,66,188,Orthodox,1988-08-25,37,15.0,5.0,0.0,,20,1.0273224043715847,15-5-0,3.82,42.0,3.48,,0.19,33.0,65.0,0.2
Polyana Viana,9673a497a9da119a,165,52,170,Orthodox,1992-06-14,33,13.0,8.0,0.0,,21,1.0303030303030303,13-8-0,2.74,40.0,2.5,,0.75,33.0,35.0,1.7
Gaston Bolanos,96924b0019b3aff1,170,61,175,Orthodox,1992-09-14,32,8.0,5.0,0.0,,13,1.0294117647058822,8-5-0,3.28,49.0,2.4,,0.66,100.0,42.0,0.0
Chase Hooper,971246648e162f0d,185,70,188,Southpaw,1999-09-13,25,16.0,4.0,1.0,,21,1.0162162162162163,16-4-1,4.51,49.0,2.98,,2.49,33.0,55.0,2.1
Josefine Knutsson,971dba22c622af12,160,52,152,Orthodox,1996-01-16,29,8.0,1.0,0.0,,9,0.95,8-1-0,4.24,51.0,2.13,,1.6,72.0,35.0,0.0
Steve Garcia,97cf1a2c7c5e7889,183,66,190,Southpaw,1992-05-22,33,18.0,5.0,0.0,,23,1.0382513661202186,18-5-0,5.18,48.0,2.2,,0.9,40.0,88.0,0.5
Patricio Freire,98a58c26c5b1ed17,168,66,170,Orthodox,1987-07-07,38,37.0,8.0,0.0,,45,1.0119047619047619,37-8-0,2.68,43.0,4.23,,1.49,33.0,88.0,0.6
Grant Dawson,99bd51917728c25d,178,70,183,Switch,1994-02-20,31,23.0,2.0,1.0,,26,1.0280898876404494,23-2-1,3.2,52.0,2.11,,3.87,40.0,57.0,1.1
Jan Blachowicz,99df7d0a2a08a8a8,188,93,198,Orthodox,1983-02-24,42,29.0,11.0,1.0,,41,1.053191489361702,29-11-1,3.44,49.0,3.03,,1.03,48.0,69.0,0.3
David Martinez,9a97acbfd5a08bfa,165,61,170,Orthodox,1998-08-03,27,12.0,1.0,0.0,,13,1.0303030303030303,12-1-0,5.4,52.0,2.7,,0.0,0.0,100.0,0.0
Bill Algeo,9abc648e76c4493a,183,66,185,Switch,1989-06-09,36,18.0,9.0,0.0,,27,1.010928961748634,18-9-0,5.88,51.0,4.38,,1.03,50.0,55.0,0.1
Kris Moutinho,9c27f3217891f3f0,170,61,173,Southpaw,1992-08-09,33,14.0,7.0,0.0,,21,1.0176470588235293,14-7-0,4.51,31.0,14.68,,0.0,0.0,0.0,0.0
Mauricio Ruffy,9c393e836a852f30,180,70,190,Orthodox,1996-06-17,29,12.0,2.0,0.0,,14,1.0555555555555556,12-2-0,3.84,57.0,4.16,,0.0,0.0,84.0,0.0
Shauna Bannon,9c442aaf149ea982,165,52,165,Switch,1993-10-23,31,7.0,2.0,0.0,,9,1.0,7-2-0,4.32,43.0,3.75,,0.0,0.0,40.0,0.7
